CDR_ID,IMEI,Phone_Number,Operator,Location,Timestamp,Call_Duration,Data_Used_MB,IP_Address
CDR_000235,IMEI_2,9849563394,Vodafone,Delhi,2026-08-28 18:46:30.904573,2445,456,7.54.37.88
CDR_000236,IMEI_V3,9870029027,Airtel,Delhi,2026-09-06 12:46:30.904573,2075,401,64.25.10.48
CDR_000237,IMEI_4,9815155005,Vodafone,Hyderabad,2026-09-07 18:46:30.904573,1396,380,91.35.83.25
CDR_000238,IMEI_V2,9859141248,Jio,Bangalore,2026-09-02 14:46:30.904573,3553,418,16.17.66.157
CDR_000239,IMEI_5,9876909662,BSNL,Delhi,2026-08-24 06:46:30.904573,1270,116,7.186.219.1
CDR_000240,IMEI_5,9895887800,Jio,Pune,2026-09-11 09:46:30.904573,992,31,14.46.135.69
CDR_000241,IMEI_1,9893037220,BSNL,Hyderabad,2026-09-13 13:46:30.904573,3137,320,149.180.105.228
CDR_000242,IMEI_V2,9828849769,Vodafone,Delhi,2026-09-01 06:46:30.904573,896,75,164.67.41.199
CDR_000243,IMEI_5,9851141132,Vodafone,Delhi,2026-08-30 13:46:30.904573,2527,74,48.206.89.12
CDR_000244,IMEI_V1,9827501729,Vodafone,Delhi,2026-08-30 17:46:30.904573,3273,369,48.229.252.158
CDR_000245,IMEI_V2,9858613178,Jio,Chennai,2026-09-11 01:46:30.904573,756,443,51.162.154.111
CDR_000246,IMEI_V3,9862345604,Vodafone,Bangalore,2026-08-27 14:46:30.904573,815,134,88.119.17.56
CDR_000247,IMEI_V1,9861037848,Vodafone,Kolkata,2026-08-21 09:46:30.904573,1666,410,225.142.147.223
CDR_000248,IMEI_V1,9824560717,Vodafone,Pune,2026-09-04 04:46:30.904573,1349,143,47.15.12.14
CDR_000249,IMEI_V3,9834311492,Vodafone,Bangalore,2026-08-27 01:46:30.904573,2320,347,27.154.211.87
CDR_000250,IMEI_V3,9838572971,Airtel,Chennai,2026-09-07 15:46:30.904573,228,334,109.185.10.216
CDR_000251,IMEI_V3,9870908508,Vodafone,Mumbai,2026-08-24 09:46:30.904573,1198,158,7.10.207.34
CDR_000252,IMEI_5,9897141585,Vodafone,Pune,2026-08-30 13:46:30.904573,2149,388,185.11.178.4
CDR_000253,IMEI_V1,9839314975,BSNL,Bangalore,2026-09-16 08:46:30.904573,344,107,166.190.89.5
CDR_000254,IMEI_V2,9882072242,BSNL,Hyderabad,2026-08-31 13:46:30.904573,2398,33,174.163.111.203
CDR_000255,IMEI_V2,9886935981,Jio,Pune,2026-08-30 03:46:30.904573,2561,300,57.106.75.189
CDR_000256,IMEI_V2,9841536048,Vodafone,Kolkata,2026-09-17 17:46:30.904573,1083,357,204.140.117.223
CDR_000257,IMEI_1,9822188352,Vodafone,Bangalore,2026-09-20 04:46:30.904573,554,169,191.232.146.40
CDR_000258,IMEI_V3,9889691254,Jio,Mumbai,2026-08-30 20:46:30.904573,73,366,251.223.110.86
CDR_000259,IMEI_V3,9816693185,Vodafone,Delhi,2026-08-26 02:46:30.904573,606,210,64.43.32.105
CDR_000260,IMEI_3,9887021278,Jio,Chennai,2026-08-28 04:46:30.904573,66,134,16.156.87.177
CDR_000261,IMEI_V3,9876813935,Vodafone,Delhi,2026-09-04 11:46:30.904573,1770,202,125.36.139.66
CDR_000262,IMEI_4,9836112094,Jio,Mumbai,2026-09-20 13:46:30.904573,1838,188,171.30.254.161
CDR_000263,IMEI_1,9827100322,Vodafone,Pune,2026-09-16 13:46:30.904573,944,435,72.246.195.196
CDR_000264,IMEI_5,9867928437,Jio,Pune,2026-09-17 23:46:30.904573,2884,76,200.20.96.239
CDR_000265,IMEI_V3,9833954654,Vodafone,Bangalore,2026-08-24 01:46:30.904573,1715,22,210.59.211.224
CDR_000266,IMEI_V2,9891225409,Jio,Bangalore,2026-08-25 13:46:30.904573,83,314,37.188.252.5
CDR_000267,IMEI_V1,9843571198,Vodafone,Mumbai,2026-08-23 16:46:30.904573,916,336,77.179.168.114
CDR_000268,IMEI_V2,9872540680,Airtel,Kolkata,2026-08-23 20:46:30.904573,2678,108,45.115.158.10
CDR_000269,IMEI_3,9837068853,Airtel,Kolkata,2026-09-18 17:46:30.904573,1844,376,222.242.132.134
CDR_000270,IMEI_3,9891963566,BSNL,Chennai,2026-09-07 16:46:30.904573,3106,57,12.34.84.53
CDR_000271,IMEI_V3,9815300126,Vodafone,Kolkata,2026-09-04 19:46:30.904573,2640,110,237.153.51.232
CDR_000272,IMEI_V2,9827645044,Airtel,Hyderabad,2026-08-22 04:46:30.904573,2171,117,45.191.190.200
CDR_000273,IMEI_V2,9856039322,BSNL,Mumbai,2026-09-10 09:46:30.904573,2166,152,29.111.137.164
CDR_000274,IMEI_2,9871210151,Jio,Mumbai,2026-09-18 01:46:30.904573,2054,428,78.45.143.235
CDR_000275,IMEI_V1,9851806744,Vodafone,Pune,2026-08-22 14:46:30.904573,2723,474,134.36.105.33
CDR_000276,IMEI_V1,9894622725,BSNL,Bangalore,2026-08-27 23:46:30.904573,2941,277,233.112.163.34
CDR_000277,IMEI_V3,9890217617,Vodafone,Hyderabad,2026-08-21 22:46:30.904573,1292,329,113.205.41.34
CDR_000278,IMEI_V2,9893872203,BSNL,Mumbai,2026-08-26 20:46:30.904573,2147,392,243.175.71.223
CDR_000279,IMEI_V3,9822619904,Jio,Mumbai,2026-09-16 05:46:30.904573,2628,241,3.166.68.44
CDR_000280,IMEI_V2,9898987656,BSNL,Hyderabad,2026-09-05 06:46:30.904573,864,123,230.209.36.194
CDR_000281,IMEI_4,9870272956,Jio,Kolkata,2026-09-01 14:46:30.904573,2066,83,151.87.132.193
CDR_000282,IMEI_V1,9822505866,Jio,Delhi,2026-09-03 03:46:30.904573,3340,123,39.1.58.1
CDR_000283,IMEI_4,9811224564,Vodafone,Kolkata,2026-08-23 17:46:30.904573,2785,28,152.237.200.86
CDR_000284,IMEI_2,9812565087,Airtel,Chennai,2026-08-25 14:46:30.904573,3058,47,249.189.49.109
CDR_000285,IMEI_4,9817172154,Airtel,Hyderabad,2026-09-19 12:46:30.904573,1619,349,200.240.79.226
CDR_000286,IMEI_V1,9824508740,Vodafone,Kolkata,2026-08-30 13:46:30.904573,2959,274,141.228.11.96
CDR_000287,IMEI_V1,9828214105,Airtel,Delhi,2026-09-14 03:46:30.904573,618,422,101.85.172.153
CDR_000288,IMEI_V2,9877168929,BSNL,Chennai,2026-08-23 07:46:30.904573,1002,356,228.231.122.93
CDR_000289,IMEI_V3,9814371354,BSNL,Pune,2026-09-01 16:46:30.904573,3481,365,202.157.7.150
CDR_000290,IMEI_V1,9828418378,BSNL,Mumbai,2026-08-29 23:46:30.904573,1536,102,57.198.228.6
CDR_000291,IMEI_V1,9854408508,Vodafone,Kolkata,2026-09-05 14:46:30.904573,1478,9,71.178.233.142
CDR_000292,IMEI_V1,9841947637,Jio,Delhi,2026-09-01 05:46:30.904573,2419,391,199.125.89.193
CDR_000293,IMEI_V3,9834888393,Jio,Hyderabad,2026-08-28 20:46:30.904573,3073,268,83.90.64.178
CDR_000294,IMEI_V1,9879111860,Jio,Bangalore,2026-09-03 16:46:30.904573,3431,108,26.134.20.26
CDR_000295,IMEI_V3,9846186188,Vodafone,Kolkata,2026-09-16 19:46:30.904573,696,376,150.198.17.203
CDR_000296,IMEI_V2,9831302050,BSNL,Delhi,2026-08-23 10:46:30.904573,1449,80,251.192.237.43
CDR_000297,IMEI_V3,9883972267,Vodafone,Mumbai,2026-09-05 13:46:30.904573,3497,68,95.111.208.75
CDR_000298,IMEI_3,9840092836,BSNL,Mumbai,2026-09-12 17:46:30.904573,3146,381,254.193.122.57
CDR_000299,IMEI_3,9851073134,Airtel,Chennai,2026-08-28 23:46:30.904573,1790,273,148.145.60.151
CDR_000300,IMEI_V2,9811479008,BSNL,Mumbai,2026-09-04 04:46:30.904573,1566,198,34.123.197.196
CDR_000301,IMEI_2,9851898590,BSNL,Chennai,2026-09-13 22:46:30.904573,3149,260,219.6.14.20
CDR_000302,IMEI_V2,9850953982,Jio,Delhi,2026-09-07 11:46:30.904573,1290,369,160.144.10.36
CDR_000303,IMEI_V2,9837255836,Vodafone,Kolkata,2026-08-28 15:46:30.904573,1951,277,122.139.208.9
CDR_000304,IMEI_V2,9848437319,Airtel,Pune,2026-09-03 07:46:30.904573,3131,26,124.206.107.87
CDR_000305,IMEI_V1,9837175845,Airtel,Delhi,2026-09-12 19:46:30.904573,2623,193,142.251.57.46
CDR_000306,IMEI_V3,9844496884,Vodafone,Bangalore,2026-09-04 05:46:30.904573,1488,415,53.21.142.198
CDR_000307,IMEI_4,9886600434,Airtel,Chennai,2026-08-28 06:46:30.904573,2078,341,120.174.79.210
CDR_000308,IMEI_V1,9848629581,Vodafone,Chennai,2026-09-18 19:46:30.904573,1036,371,111.15.97.185
CDR_000309,IMEI_V1,9862717256,Airtel,Delhi,2026-09-08 23:46:30.904573,531,316,128.13.2.135
CDR_000310,IMEI_2,9891648832,Airtel,Pune,2026-08-31 20:46:30.904573,1920,142,142.210.53.104
CDR_000311,IMEI_V2,9820009294,Jio,Hyderabad,2026-09-15 17:46:30.904573,316,13,91.154.2.87
CDR_000312,IMEI_V1,9813794949,Jio,Pune,2026-09-17 16:46:30.904573,3314,51,64.87.238.70
CDR_000313,IMEI_V2,9886030257,BSNL,Pune,2026-08-24 19:46:30.904573,1110,239,223.206.133.118
CDR_000314,IMEI_5,9810592365,BSNL,Mumbai,2026-09-17 01:46:30.904573,1640,156,174.148.12.102
CDR_000315,IMEI_V3,9878501820,BSNL,Chennai,2026-09-08 12:46:30.904573,1695,452,3.132.19.6
CDR_000316,IMEI_2,9838017259,Vodafone,Kolkata,2026-09-11 17:46:30.904573,496,444,189.247.175.153
CDR_000317,IMEI_V1,9898552823,Vodafone,Chennai,2026-08-22 12:46:30.904573,240,408,193.82.166.161
CDR_000318,IMEI_V1,9833896074,Vodafone,Hyderabad,2026-08-31 02:46:30.904573,479,301,105.110.59.6
CDR_000319,IMEI_5,9839557633,Vodafone,Kolkata,2026-08-27 00:46:30.904573,126,376,197.95.48.99
CDR_000320,IMEI_3,9812067372,Jio,Delhi,2026-09-18 09:46:30.904573,3360,320,41.128.144.14
CDR_000321,IMEI_2,9851996908,Airtel,Hyderabad,2026-09-06 05:46:30.904573,1346,127,8.97.66.134
CDR_000322,IMEI_V1,9872925238,Airtel,Mumbai,2026-09-17 04:46:30.904573,834,452,236.126.135.23
CDR_000323,IMEI_1,9841772265,Vodafone,Pune,2026-09-10 15:46:30.904573,2345,305,113.121.226.36
CDR_000324,IMEI_3,9847119807,BSNL,Chennai,2026-09-01 15:46:30.904573,640,50,160.95.170.179
CDR_000325,IMEI_2,9823052165,Airtel,Delhi,2026-09-19 21:46:30.904573,1440,309,239.39.243.112
CDR_000326,IMEI_4,9838667427,Vodafone,Chennai,2026-08-23 01:46:30.904573,3353,383,30.100.54.132
CDR_000327,IMEI_3,9828251452,BSNL,Hyderabad,2026-09-03 19:46:30.904573,2097,410,57.211.240.137
CDR_000328,IMEI_V3,9894894875,Jio,Bangalore,2026-09-12 11:46:30.904573,517,177,74.236.87.138
CDR_000329,IMEI_4,9819084501,Jio,Hyderabad,2026-09-07 21:46:30.904573,2123,466,105.156.14.23
CDR_000330,IMEI_V2,9820644554,Airtel,Hyderabad,2026-09-01 20:46:30.904573,685,345,178.32.151.62
CDR_000331,IMEI_5,9818787312,BSNL,Kolkata,2026-09-04 09:46:30.904573,417,72,218.200.154.142
CDR_000332,IMEI_2,9847415234,BSNL,Kolkata,2026-09-07 06:46:30.904573,1735,28,160.57.10.120
CDR_000333,IMEI_V1,9824641365,Jio,Chennai,2026-09-16 10:46:30.904573,1889,381,235.46.121.101
CDR_000334,IMEI_V1,9865183012,BSNL,Delhi,2026-08-28 13:46:30.904573,994,431,118.26.201.128
CDR_000335,IMEI_V1,9816159410,BSNL,Delhi,2026-09-19 04:46:30.904573,236,369,70.226.107.66
CDR_000336,IMEI_V3,9888601970,Vodafone,Hyderabad,2026-08-28 18:46:30.904573,479,124,16.49.100.80
CDR_000337,IMEI_4,9873085222,Vodafone,Chennai,2026-09-15 16:46:30.904573,473,463,78.8.251.23
CDR_000338,IMEI_1,9819307930,BSNL,Pune,2026-09-10 16:46:30.904573,3322,329,240.127.155.238
CDR_000339,IMEI_4,9853709033,Jio,Kolkata,2026-08-31 19:46:30.904573,1918,318,220.95.56.224
CDR_000340,IMEI_V2,9867612939,Vodafone,Mumbai,2026-09-02 03:46:30.904573,961,206,163.227.136.47
CDR_000341,IMEI_V1,9829536759,Airtel,Bangalore,2026-09-12 18:46:30.904573,2275,22,223.223.39.104
CDR_000342,IMEI_3,9865902727,Airtel,Delhi,2026-09-15 08:46:30.904573,3179,7,100.200.233.95
CDR_000343,IMEI_V3,9877786276,Vodafone,Pune,2026-09-19 22:46:30.904573,3037,222,200.226.98.222
CDR_000344,IMEI_V2,9877801158,BSNL,Mumbai,2026-08-22 06:46:30.904573,2672,204,131.215.47.56
CDR_000345,IMEI_V1,9871212624,Jio,Mumbai,2026-09-12 10:46:30.904573,129,427,192.138.182.238
CDR_000346,IMEI_3,9836169350,Vodafone,Bangalore,2026-09-03 07:46:30.904573,3480,190,155.96.78.96
CDR_000347,IMEI_V2,9874216677,Vodafone,Pune,2026-09-13 22:46:30.904573,1217,72,236.96.67.11
CDR_000348,IMEI_V1,9890580445,Jio,Mumbai,2026-09-20 00:46:30.904573,179,492,20.126.70.214
CDR_000349,IMEI_V1,9811541209,Vodafone,Bangalore,2026-08-23 08:46:30.904573,682,200,248.161.173.185
CDR_000350,IMEI_V2,9857318698,Vodafone,Kolkata,2026-09-03 13:46:30.904573,778,301,73.72.86.216
CDR_000351,IMEI_5,9890816010,BSNL,Chennai,2026-08-26 21:46:30.904573,435,286,112.95.35.84
CDR_000352,IMEI_V3,9849297957,BSNL,Bangalore,2026-09-20 14:46:30.904573,3198,70,46.47.239.26
CDR_000353,IMEI_V2,9839317292,BSNL,Bangalore,2026-09-07 22:46:30.904573,2137,168,97.14.111.79
CDR_000354,IMEI_V2,9863059312,Jio,Delhi,2026-08-24 12:46:30.904573,3334,289,180.170.9.93
CDR_000355,IMEI_V2,9850895455,Jio,Bangalore,2026-09-11 04:46:30.904573,1777,46,87.61.204.167
CDR_000356,IMEI_4,9885021329,BSNL,Mumbai,2026-09-05 10:46:30.904573,2321,171,240.9.138.175
CDR_000357,IMEI_V1,9893871341,BSNL,Pune,2026-09-11 06:46:30.904573,724,420,68.186.151.159
CDR_000358,IMEI_V3,9853108702,Vodafone,Delhi,2026-08-29 17:46:30.904573,511,78,6.49.6.55
CDR_000359,IMEI_V1,9857225667,BSNL,Pune,2026-08-26 03:46:30.904573,2983,475,232.213.157.154
CDR_000360,IMEI_V3,9874406798,Airtel,Mumbai,2026-09-05 00:46:30.904573,2381,255,129.186.204.247
CDR_000361,IMEI_V1,9891771879,BSNL,Mumbai,2026-08-22 21:46:30.904573,1097,170,29.185.182.212
CDR_000362,IMEI_V1,9832817576,Jio,Chennai,2026-09-11 05:46:30.904573,1875,320,76.184.3.79
CDR_000363,IMEI_3,9866010423,BSNL,Chennai,2026-08-30 17:46:30.904573,144,271,72.175.237.66
CDR_000364,IMEI_V3,9849878564,Airtel,Pune,2026-09-18 23:46:30.904573,38,83,202.165.184.214
CDR_000365,IMEI_3,9871751257,Jio,Kolkata,2026-09-19 14:46:30.904573,259,19,160.50.178.39
CDR_000366,IMEI_V3,9820969037,Vodafone,Hyderabad,2026-09-05 19:46:30.904573,879,344,139.157.152.215
CDR_000367,IMEI_V3,9874656039,Airtel,Delhi,2026-09-18 12:46:30.904573,2742,290,83.134.220.165
CDR_000368,IMEI_V2,9813079655,Jio,Mumbai,2026-08-29 17:46:30.904573,3306,376,140.51.70.115
CDR_000369,IMEI_V1,9847757500,BSNL,Delhi,2026-09-04 03:46:30.904573,499,38,65.176.216.134
CDR_000370,IMEI_5,9886196973,Airtel,Hyderabad,2026-09-17 07:46:30.904573,434,338,82.50.186.17
CDR_000371,IMEI_V1,9853621060,Vodafone,Bangalore,2026-09-01 10:46:30.904573,2131,384,151.96.61.131
CDR_000372,IMEI_5,9821710010,Vodafone,Chennai,2026-09-05 23:46:30.904573,52,344,10.150.241.184
CDR_000373,IMEI_V1,9858218669,Vodafone,Kolkata,2026-08-27 21:46:30.904573,2625,254,161.150.253.7
CDR_000374,IMEI_V3,9847861373,Vodafone,Delhi,2026-09-06 13:46:30.904573,583,365,212.197.76.174
CDR_000375,IMEI_V1,9846782135,BSNL,Delhi,2026-08-31 07:46:30.904573,1440,218,16.106.141.70
CDR_000376,IMEI_V2,9838746276,BSNL,Bangalore,2026-08-23 18:46:30.904573,3223,128,47.166.6.3
CDR_000377,IMEI_V2,9843420171,BSNL,Chennai,2026-08-27 10:46:30.904573,1895,247,124.154.209.193
CDR_000378,IMEI_V2,9817930726,BSNL,Bangalore,2026-08-28 16:46:30.904573,1281,410,175.154.86.211
CDR_000379,IMEI_V1,9832896650,Vodafone,Chennai,2026-09-07 06:46:30.904573,81,420,38.34.151.214
CDR_000380,IMEI_1,9887046874,Airtel,Bangalore,2026-09-11 03:46:30.904573,3176,459,122.17.213.170
CDR_000381,IMEI_5,9895806289,BSNL,Hyderabad,2026-09-13 15:46:30.904573,483,271,180.23.152.2
CDR_000382,IMEI_5,9844830535,Vodafone,Bangalore,2026-08-23 03:46:30.904573,1851,497,78.45.97.33
CDR_000383,IMEI_2,9875714813,BSNL,Hyderabad,2026-09-08 05:46:30.904573,2280,489,5.151.202.53
CDR_000384,IMEI_V2,9814120217,Jio,Chennai,2026-08-30 08:46:30.904573,2112,426,82.107.97.35
CDR_000385,IMEI_V3,9872195027,Airtel,Mumbai,2026-09-03 21:46:30.904573,1990,16,195.110.29.137
CDR_000386,IMEI_5,9879727116,Vodafone,Mumbai,2026-09-11 19:46:30.904573,1290,155,228.153.171.58
CDR_000387,IMEI_V2,9870930165,Airtel,Bangalore,2026-09-18 02:46:30.904573,198,211,131.124.154.176
CDR_000388,IMEI_2,9826286940,BSNL,Bangalore,2026-09-19 14:46:30.904573,769,411,84.242.18.153
CDR_000389,IMEI_V2,9812560025,BSNL,Kolkata,2026-08-22 07:46:30.904573,295,145,62.101.60.186
CDR_000390,IMEI_V3,9889094940,Airtel,Hyderabad,2026-08-28 16:46:30.904573,1520,151,168.129.115.56
CDR_000391,IMEI_V3,9848821504,Airtel,Pune,2026-08-25 06:46:30.904573,1774,171,183.20.136.224
CDR_000392,IMEI_V3,9848744140,Airtel,Delhi,2026-09-16 13:46:30.904573,186,25,87.123.211.157
CDR_000393,IMEI_V2,9821506576,Airtel,Bangalore,2026-09-03 22:46:30.904573,3102,460,40.91.109.255
CDR_000394,IMEI_V1,9815396737,Jio,Delhi,2026-09-13 01:46:30.904573,14,126,190.148.115.204
CDR_000395,IMEI_V3,9852428082,Airtel,Chennai,2026-09-18 18:46:30.904573,3375,420,249.226.23.68
CDR_000396,IMEI_1,9835980410,Airtel,Kolkata,2026-09-04 23:46:30.904573,967,124,208.159.36.36
CDR_000397,IMEI_V3,9815474033,Airtel,Chennai,2026-08-30 01:46:30.904573,3290,88,190.229.25.94
CDR_000398,IMEI_V2,9872670951,Jio,Hyderabad,2026-09-12 01:46:30.904573,1939,35,55.149.52.112
CDR_000399,IMEI_V2,9845022988,Jio,Mumbai,2026-09-05 18:46:30.904573,3540,128,10.42.203.180
CDR_000400,IMEI_3,9895670344,BSNL,Bangalore,2026-08-28 16:46:30.904573,1777,126,73.204.64.210
CDR_000401,IMEI_3,9819810152,Airtel,Pune,2026-09-10 01:46:30.904573,2779,244,165.107.226.185
CDR_000402,IMEI_3,9874445775,Jio,Pune,2026-09-18 22:46:30.904573,3463,428,100.99.193.185
CDR_000403,IMEI_V3,9826499445,BSNL,Chennai,2026-09-16 13:46:30.904573,1712,301,241.69.219.237
CDR_000404,IMEI_V1,9842843021,BSNL,Chennai,2026-09-04 22:46:30.904573,3509,388,149.52.124.186
CDR_000405,IMEI_1,9869980058,Jio,Pune,2026-08-27 16:46:30.904573,3008,270,43.244.224.69
CDR_000406,IMEI_V1,9848422113,BSNL,Chennai,2026-09-10 02:46:30.904573,2333,364,15.158.50.202
CDR_000407,IMEI_V2,9871602845,Vodafone,Hyderabad,2026-09-13 16:46:30.904573,1137,385,112.68.95.172
CDR_000408,IMEI_1,9879873837,Jio,Chennai,2026-08-31 21:46:30.904573,1178,400,184.155.88.58
CDR_000409,IMEI_V1,9842927160,BSNL,Pune,2026-09-17 07:46:30.904573,2237,126,137.45.113.26
CDR_000410,IMEI_1,9819734319,Vodafone,Chennai,2026-09-14 10:46:30.904573,1963,120,212.37.24.163
CDR_000411,IMEI_V3,9832244319,Jio,Delhi,2026-09-06 05:46:30.904573,3395,390,250.172.143.201
CDR_000412,IMEI_V3,9811512688,BSNL,Bangalore,2026-09-06 23:46:30.904573,2125,295,71.153.9.123
CDR_000413,IMEI_V3,9859804810,Airtel,Bangalore,2026-08-25 18:46:30.904573,2151,169,76.131.128.174
CDR_000414,IMEI_5,9885097228,BSNL,Pune,2026-08-22 17:46:30.904573,3550,115,31.119.193.194
CDR_000415,IMEI_1,9895648323,Airtel,Mumbai,2026-08-31 03:46:30.904573,2334,354,169.64.125.156
CDR_000416,IMEI_3,9815421985,Jio,Bangalore,2026-09-01 07:46:30.904573,1990,376,87.185.230.63
CDR_000417,IMEI_1,9866098512,Jio,Bangalore,2026-08-28 13:46:30.904573,2429,165,229.38.88.242
CDR_000418,IMEI_V3,9882630933,BSNL,Chennai,2026-09-05 18:46:30.904573,2980,271,243.71.219.108
CDR_000419,IMEI_V3,9899742593,BSNL,Chennai,2026-09-18 18:46:30.904573,1765,136,91.134.119.20
CDR_000420,IMEI_V1,9859303250,Jio,Mumbai,2026-09-14 21:46:30.904573,3407,145,10.197.53.102
CDR_000421,IMEI_V3,9896825257,Vodafone,Mumbai,2026-09-05 19:46:30.904573,3096,25,159.186.191.109
CDR_000422,IMEI_2,9885541124,Vodafone,Mumbai,2026-09-14 12:46:30.904573,819,139,114.64.242.93
CDR_000423,IMEI_V2,9826155162,Vodafone,Delhi,2026-09-17 23:46:30.904573,3526,163,215.1.187.135
CDR_000424,IMEI_1,9841624691,Airtel,Pune,2026-08-31 11:46:30.904573,1625,106,121.133.64.226
CDR_000425,IMEI_V1,9816154636,BSNL,Kolkata,2026-09-06 02:46:30.904573,3177,306,60.239.16.102
CDR_000426,IMEI_V1,9849893594,Vodafone,Chennai,2026-08-21 23:46:30.904573,3435,165,110.251.66.201
CDR_000427,IMEI_3,9810123135,Vodafone,Mumbai,2026-09-12 14:46:30.904573,807,445,144.164.16.18
CDR_000428,IMEI_V2,9821735427,Vodafone,Chennai,2026-08-29 23:46:30.904573,3077,130,84.64.15.159
CDR_000429,IMEI_V2,9841478350,Jio,Hyderabad,2026-08-22 00:46:30.904573,2783,384,30.155.216.186
CDR_000430,IMEI_V1,9831329179,Airtel,Kolkata,2026-09-17 15:46:30.904573,1409,34,56.166.122.78
CDR_000431,IMEI_V3,9847045146,Airtel,Kolkata,2026-08-31 05:46:30.904573,2097,121,143.248.151.143
CDR_000432,IMEI_V3,9834130753,BSNL,Delhi,2026-09-13 20:46:30.904573,3165,352,76.165.13.178
CDR_000433,IMEI_V3,9892781975,BSNL,Chennai,2026-09-02 23:46:30.904573,174,256,117.96.60.181
CDR_000434,IMEI_V3,9811856289,Vodafone,Chennai,2026-09-17 17:46:30.904573,2153,382,18.35.229.47
CDR_000435,IMEI_V2,9850106695,Airtel,Pune,2026-09-10 22:46:30.904573,719,424,98.95.84.178
CDR_000436,IMEI_V3,9859100336,Jio,Bangalore,2026-08-25 08:46:30.904573,1248,286,174.138.23.220
CDR_000437,IMEI_V3,9812904579,Airtel,Pune,2026-08-23 17:46:30.904573,1930,9,1.13.217.89
CDR_000438,IMEI_5,9828740346,Airtel,Mumbai,2026-09-05 18:46:30.904573,845,276,35.124.83.37
CDR_000439,IMEI_4,9844393642,Airtel,Chennai,2026-08-31 06:46:30.904573,2055,19,180.145.222.64
CDR_000440,IMEI_V3,9815005414,BSNL,Delhi,2026-08-25 17:46:30.904573,2199,111,150.224.118.204
CDR_000441,IMEI_1,9831083676,Vodafone,Pune,2026-09-08 11:46:30.904573,2623,327,205.199.228.247
CDR_000442,IMEI_V3,9845056915,Airtel,Bangalore,2026-09-15 15:46:30.904573,2898,92,151.26.52.65
CDR_000443,IMEI_V3,9886449581,Vodafone,Mumbai,2026-09-14 17:46:30.904573,329,43,79.245.93.206
CDR_000444,IMEI_V1,9843345628,Vodafone,Bangalore,2026-09-03 16:46:30.904573,2139,18,188.98.79.182
CDR_000445,IMEI_4,9881966524,Jio,Chennai,2026-09-05 08:46:30.904573,3572,226,227.122.86.94
CDR_000446,IMEI_3,9830429552,Airtel,Delhi,2026-09-03 02:46:30.904573,3451,112,236.234.196.252
CDR_000447,IMEI_V3,9888388087,Vodafone,Chennai,2026-09-15 12:46:30.904573,3536,132,1.84.174.28
CDR_000448,IMEI_V3,9865417362,BSNL,Kolkata,2026-08-25 08:46:30.904573,2381,258,66.107.39.114
CDR_000449,IMEI_V1,9868294462,BSNL,Kolkata,2026-09-16 06:46:30.904573,3080,93,63.121.69.70
CDR_000450,IMEI_V3,9868139767,Airtel,Bangalore,2026-09-18 07:46:30.904573,1056,336,97.70.91.47
CDR_000451,IMEI_5,9844343557,Airtel,Hyderabad,2026-09-14 17:46:30.904573,515,439,211.254.194.107
CDR_000452,IMEI_V3,9846562993,BSNL,Kolkata,2026-09-15 22:46:30.904573,89,170,172.148.28.47
CDR_000453,IMEI_2,9885654763,Airtel,Mumbai,2026-08-22 17:46:30.904573,916,245,124.216.149.110
CDR_000454,IMEI_V2,9885607920,Airtel,Kolkata,2026-09-13 17:46:30.904573,2133,374,51.160.242.90
CDR_000455,IMEI_V3,9853750028,Vodafone,Delhi,2026-09-02 22:46:30.904573,1559,305,248.123.125.201
CDR_000456,IMEI_2,9824056907,Jio,Delhi,2026-09-03 00:46:30.904573,2169,277,73.7.122.117
CDR_000457,IMEI_V3,9827172031,Airtel,Hyderabad,2026-09-08 07:46:30.904573,207,159,160.194.194.32
CDR_000458,IMEI_V3,9812953023,Jio,Mumbai,2026-09-14 08:46:30.904573,3585,194,240.118.134.166
CDR_000459,IMEI_V2,9897009713,Jio,Kolkata,2026-08-28 18:46:30.904573,3286,496,168.230.249.145
CDR_000460,IMEI_V1,9854879983,BSNL,Chennai,2026-09-07 01:46:30.904573,2919,7,66.68.178.183
CDR_000461,IMEI_V1,9888772600,Vodafone,Hyderabad,2026-09-02 18:46:30.904573,2227,75,132.76.111.115
CDR_000462,IMEI_5,9890923402,Jio,Bangalore,2026-09-17 12:46:30.904573,1525,147,16.233.160.179
CDR_000463,IMEI_V1,9814555201,BSNL,Kolkata,2026-09-19 21:46:30.904573,1020,188,128.0.105.198
CDR_000464,IMEI_2,9892321140,BSNL,Delhi,2026-08-29 19:46:30.904573,3439,370,70.156.132.62
CDR_000465,IMEI_V2,9831679613,BSNL,Kolkata,2026-09-11 06:46:30.904573,2583,499,208.1.12.158
CDR_000466,IMEI_2,9890808769,Jio,Hyderabad,2026-09-11 07:46:30.904573,2930,70,236.218.121.115
CDR_000467,IMEI_5,9824967688,Vodafone,Kolkata,2026-09-01 23:46:30.904573,2377,396,164.147.69.194
CDR_000468,IMEI_V3,9817808260,BSNL,Mumbai,2026-09-20 01:46:30.904573,1385,373,106.133.85.52
CDR_000469,IMEI_V1,9832293438,Airtel,Kolkata,2026-09-04 10:46:30.904573,51,375,24.43.203.28
CDR_000470,IMEI_V1,9824149348,Jio,Bangalore,2026-08-22 01:46:30.904573,3093,480,11.66.137.100
